instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,cnt,peak
12604,6/14/2012,2,1,6,8,0,4,1,1,0.6,0.6061,0.64,719,1
12605,6/14/2012,2,1,6,9,0,4,1,1,0.62,0.6061,0.61,357,0
12606,6/14/2012,2,1,6,10,0,4,1,1,0.64,0.6061,0.65,179,0
12607,6/14/2012,2,1,6,11,0,4,1,1,0.66,0.6212,0.57,228,0
12608,6/14/2012,2,1,6,12,0,4,1,2,0.66,0.6212,0.61,265,1
12609,6/14/2012,2,1,6,13,0,4,1,1,0.68,0.6364,0.57,284,1
12610,6/14/2012,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,298,0
12611,6/14/2012,2,1,6,15,0,4,1,1,0.74,0.6667,0.48,324,0
12612,6/14/2012,2,1,6,16,0,4,1,1,0.72,0.6667,0.51,438,0
12613,6/14/2012,2,1,6,17,0,4,1,1,0.72,0.6667,0.48,867,1
12614,6/14/2012,2,1,6,18,0,4,1,1,0.74,0.6667,0.42,823,1
12615,6/14/2012,2,1,6,19,0,4,1,1,0.7,0.6515,0.48,579,0
12616,6/14/2012,2,1,6,20,0,4,1,1,0.66,0.6212,0.65,435,0
12617,6/14/2012,2,1,6,21,0,4,1,1,0.64,0.6061,0.65,337,0
12618,6/14/2012,2,1,6,22,0,4,1,2,0.64,0.6061,0.65,242,0
12619,6/14/2012,2,1,6,23,0,4,1,2,0.62,0.6061,0.69,172,0
12620,6/15/2012,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,94,0
12621,6/15/2012,2,1,6,1,0,5,1,1,0.58,0.5455,0.78,51,0
12622,6/15/2012,2,1,6,2,0,5,1,1,0.56,0.5303,0.83,15,0
12623,6/15/2012,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,5,0
12624,6/15/2012,2,1,6,4,0,5,1,1,0.56,0.5303,0.83,14,0
12625,6/15/2012,2,1,6,5,0,5,1,1,0.54,0.5152,0.88,33,0
12626,6/15/2012,2,1,6,6,0,5,1,1,0.54,0.5152,0.83,151,0
12627,6/15/2012,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,430,0
12628,6/15/2012,2,1,6,8,0,5,1,1,0.6,0.5909,0.69,653,1
12629,6/15/2012,2,1,6,9,0,5,1,1,0.62,0.6061,0.65,366,0
12630,6/15/2012,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,216,0
12631,6/15/2012,2,1,6,11,0,5,1,1,0.66,0.6212,0.5,286,0
12632,6/15/2012,2,1,6,12,0,5,1,1,0.7,0.6364,0.45,403,1
12633,6/15/2012,2,1,6,13,0,5,1,1,0.7,0.6364,0.42,393,1
12634,6/15/2012,2,1,6,14,0,5,1,1,0.72,0.6515,0.39,376,0
12635,6/15/2012,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,377,0
12636,6/15/2012,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,558,0
12637,6/15/2012,2,1,6,17,0,5,1,1,0.74,0.6515,0.37,823,1
12638,6/15/2012,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,693,1
12639,6/15/2012,2,1,6,19,0,5,1,1,0.7,0.6364,0.42,467,0
12640,6/15/2012,2,1,6,20,0,5,1,1,0.68,0.6364,0.44,385,0
12641,6/15/2012,2,1,6,21,0,5,1,1,0.66,0.6212,0.5,333,0
12642,6/15/2012,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,321,0
12643,6/15/2012,2,1,6,23,0,5,1,1,0.62,0.6212,0.53,222,0
12644,6/16/2012,2,1,6,0,0,6,0,1,0.58,0.5455,0.56,137,0
12645,6/16/2012,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,95,0
12646,6/16/2012,2,1,6,2,0,6,0,1,0.58,0.5455,0.53,67,0
12647,6/16/2012,2,1,6,3,0,6,0,1,0.56,0.5303,0.6,27,0
12648,6/16/2012,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,8,0
12649,6/16/2012,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,23,0
12650,6/16/2012,2,1,6,6,0,6,0,1,0.54,0.5152,0.68,47,0
12651,6/16/2012,2,1,6,7,0,6,0,1,0.54,0.5152,0.68,78,0
12652,6/16/2012,2,1,6,8,0,6,0,1,0.58,0.5455,0.64,204,0
12653,6/16/2012,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,367,0
12654,6/16/2012,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,435,1
12655,6/16/2012,2,1,6,11,0,6,0,1,0.66,0.6212,0.39,566,1
12656,6/16/2012,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,603,1
12657,6/16/2012,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,617,1
12658,6/16/2012,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,573,1
12659,6/16/2012,2,1,6,15,0,6,0,1,0.74,0.6515,0.35,583,1
12660,6/16/2012,2,1,6,16,0,6,0,2,0.72,0.6515,0.37,542,1
12661,6/16/2012,2,1,6,17,0,6,0,2,0.72,0.6515,0.37,593,1
12662,6/16/2012,2,1,6,18,0,6,0,2,0.72,0.6515,0.37,571,1
12663,6/16/2012,2,1,6,19,0,6,0,2,0.7,0.6364,0.42,461,1
12664,6/16/2012,2,1,6,20,0,6,0,2,0.66,0.6212,0.47,352,0
12665,6/16/2012,2,1,6,21,0,6,0,2,0.64,0.6212,0.5,290,0
12666,6/16/2012,2,1,6,22,0,6,0,1,0.62,0.6212,0.53,280,0
12667,6/16/2012,2,1,6,23,0,6,0,1,0.6,0.6212,0.53,183,0
12668,6/17/2012,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,148,0
12669,6/17/2012,2,1,6,1,0,0,0,1,0.56,0.5303,0.6,88,0
12670,6/17/2012,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,74,0
12671,6/17/2012,2,1,6,3,0,0,0,1,0.54,0.5152,0.64,28,0
12672,6/17/2012,2,1,6,4,0,0,0,1,0.54,0.5152,0.64,18,0
12673,6/17/2012,2,1,6,5,0,0,0,1,0.54,0.5152,0.68,17,0
12674,6/17/2012,2,1,6,6,0,0,0,1,0.52,0.5,0.72,23,0
12675,6/17/2012,2,1,6,7,0,0,0,1,0.52,0.5,0.72,48,0
12676,6/17/2012,2,1,6,8,0,0,0,1,0.56,0.5303,0.68,119,0
12677,6/17/2012,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,274,0
12678,6/17/2012,2,1,6,10,0,0,0,1,0.58,0.5455,0.64,436,1
12679,6/17/2012,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,546,1
12680,6/17/2012,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,615,1
12681,6/17/2012,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,614,1
12682,6/17/2012,2,1,6,14,0,0,0,1,0.64,0.6212,0.53,582,1
12683,6/17/2012,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,463,1
12684,6/17/2012,2,1,6,16,0,0,0,1,0.66,0.6212,0.54,580,1
12685,6/17/2012,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,593,1
12686,6/17/2012,2,1,6,18,0,0,0,1,0.64,0.6212,0.53,513,1
12687,6/17/2012,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,390,1
12688,6/17/2012,2,1,6,20,0,0,0,1,0.62,0.6212,0.57,302,0
12689,6/17/2012,2,1,6,21,0,0,0,1,0.62,0.6212,0.57,246,0
12690,6/17/2012,2,1,6,22,0,0,0,1,0.6,0.6061,0.6,153,0
12691,6/17/2012,2,1,6,23,0,0,0,1,0.58,0.5455,0.64,108,0
12692,6/18/2012,2,1,6,0,0,1,1,1,0.56,0.5303,0.73,40,0
12693,6/18/2012,2,1,6,1,0,1,1,1,0.54,0.5152,0.77,14,0
12694,6/18/2012,2,1,6,2,0,1,1,1,0.54,0.5152,0.77,9,0
12695,6/18/2012,2,1,6,3,0,1,1,2,0.52,0.5,0.83,4,0
12696,6/18/2012,2,1,6,4,0,1,1,2,0.54,0.5152,0.77,9,0
12697,6/18/2012,2,1,6,5,0,1,1,3,0.52,0.5,0.83,23,0
12698,6/18/2012,2,1,6,6,0,1,1,3,0.52,0.5,0.88,37,0
12699,6/18/2012,2,1,6,7,0,1,1,3,0.52,0.5,0.94,145,0
12700,6/18/2012,2,1,6,8,0,1,1,2,0.54,0.5152,0.83,474,1
12701,6/18/2012,2,1,6,9,0,1,1,2,0.54,0.5152,0.83,250,0
12702,6/18/2012,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,91,0
12703,6/18/2012,2,1,6,11,0,1,1,2,0.54,0.5152,0.88,121,0
12704,6/18/2012,2,1,6,12,0,1,1,3,0.56,0.5303,0.78,168,1
12705,6/18/2012,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,225,1
12706,6/18/2012,2,1,6,14,0,1,1,2,0.58,0.5455,0.68,219,0
12707,6/18/2012,2,1,6,15,0,1,1,2,0.6,0.5909,0.69,237,0
12708,6/18/2012,2,1,6,16,0,1,1,2,0.6,0.5909,0.73,332,0
12709,6/18/2012,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,723,1
12710,6/18/2012,2,1,6,18,0,1,1,2,0.62,0.6061,0.69,642,1
12711,6/18/2012,2,1,6,19,0,1,1,2,0.62,0.5909,0.73,463,0
12712,6/18/2012,2,1,6,20,0,1,1,2,0.62,0.5909,0.73,362,0
12713,6/18/2012,2,1,6,21,0,1,1,2,0.62,0.5909,0.73,273,0
12714,6/18/2012,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,164,0
12715,6/18/2012,2,1,6,23,0,1,1,3,0.6,0.5758,0.78,74,0
12716,6/19/2012,2,1,6,0,0,2,1,2,0.6,0.5758,0.78,35,0
12717,6/19/2012,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,14,0
12718,6/19/2012,2,1,6,2,0,2,1,2,0.6,0.5758,0.78,15,0
12719,6/19/2012,2,1,6,3,0,2,1,2,0.6,0.5758,0.78,8,0
12720,6/19/2012,2,1,6,4,0,2,1,2,0.6,0.5758,0.78,10,0
12721,6/19/2012,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,37,0
12722,6/19/2012,2,1,6,6,0,2,1,2,0.6,0.5758,0.78,161,0
12723,6/19/2012,2,1,6,7,0,2,1,2,0.6,0.5758,0.78,480,0
12724,6/19/2012,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,673,1
12725,6/19/2012,2,1,6,9,0,2,1,1,0.64,0.6061,0.73,328,0
12726,6/19/2012,2,1,6,10,0,2,1,1,0.64,0.6061,0.73,180,0
12727,6/19/2012,2,1,6,11,0,2,1,1,0.66,0.6212,0.69,230,0
12728,6/19/2012,2,1,6,12,0,2,1,1,0.7,0.6515,0.65,292,1
12729,6/19/2012,2,1,6,13,0,2,1,1,0.74,0.6818,0.58,272,1
12730,6/19/2012,2,1,6,14,0,2,1,1,0.76,0.7121,0.58,227,0
12731,6/19/2012,2,1,6,15,0,2,1,1,0.78,0.7424,0.59,259,0
12732,6/19/2012,2,1,6,16,0,2,1,1,0.8,0.7576,0.55,334,0
12733,6/19/2012,2,1,6,17,0,2,1,1,0.8,0.7576,0.55,811,1
12734,6/19/2012,2,1,6,18,0,2,1,1,0.8,0.7576,0.55,795,1
12735,6/19/2012,2,1,6,19,0,2,1,1,0.8,0.7727,0.59,514,0
12736,6/19/2012,2,1,6,20,0,2,1,1,0.8,0.7576,0.55,458,0
12737,6/19/2012,2,1,6,21,0,2,1,1,0.76,0.7121,0.62,276,0
12738,6/19/2012,2,1,6,22,0,2,1,1,0.72,0.697,0.79,291,0
12739,6/19/2012,2,1,6,23,0,2,1,1,0.72,0.697,0.79,125,0
12740,6/20/2012,2,1,6,0,0,3,1,1,0.7,0.6667,0.79,53,0
12741,6/20/2012,2,1,6,1,0,3,1,1,0.68,0.6364,0.79,27,0
12742,6/20/2012,2,1,6,2,0,3,1,1,0.66,0.6061,0.83,6,0
12743,6/20/2012,2,1,6,3,0,3,1,1,0.66,0.6061,0.83,8,0
12744,6/20/2012,2,1,6,4,0,3,1,1,0.66,0.6061,0.83,7,0
12745,6/20/2012,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,39,0
12746,6/20/2012,2,1,6,6,0,3,1,2,0.64,0.5758,0.89,165,0
12747,6/20/2012,2,1,6,7,0,3,1,2,0.66,0.5909,0.89,464,0
12748,6/20/2012,2,1,6,8,0,3,1,2,0.7,0.6667,0.79,643,1
12749,6/20/2012,2,1,6,9,0,3,1,2,0.72,0.697,0.74,316,0
12750,6/20/2012,2,1,6,10,0,3,1,1,0.82,0.7727,0.52,167,0
12751,6/20/2012,2,1,6,11,0,3,1,1,0.84,0.7879,0.49,188,0
12752,6/20/2012,2,1,6,12,0,3,1,1,0.86,0.803,0.47,180,1
12753,6/20/2012,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,211,1
12754,6/20/2012,2,1,6,14,0,3,1,1,0.88,0.803,0.39,190,0
12755,6/20/2012,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,179,0
12756,6/20/2012,2,1,6,16,0,3,1,1,0.9,0.8182,0.35,335,0
12757,6/20/2012,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,691,1
12758,6/20/2012,2,1,6,18,0,3,1,1,0.9,0.8182,0.37,672,1
12759,6/20/2012,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,539,0
12760,6/20/2012,2,1,6,20,0,3,1,1,0.86,0.7727,0.39,407,0
12761,6/20/2012,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,344,0
12762,6/20/2012,2,1,6,22,0,3,1,1,0.82,0.7576,0.46,257,0
12763,6/20/2012,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,123,0
12764,6/21/2012,3,1,6,0,0,4,1,1,0.74,0.697,0.7,69,0
12765,6/21/2012,3,1,6,1,0,4,1,1,0.72,0.697,0.79,18,0
12766,6/21/2012,3,1,6,2,0,4,1,1,0.72,0.697,0.79,18,0
12767,6/21/2012,3,1,6,3,0,4,1,1,0.72,0.697,0.74,11,0
12768,6/21/2012,3,1,6,4,0,4,1,1,0.7,0.6667,0.84,12,0
12769,6/21/2012,3,1,6,5,0,4,1,1,0.7,0.6667,0.84,40,0
12770,6/21/2012,3,1,6,6,0,4,1,2,0.7,0.6667,0.84,150,0
12771,6/21/2012,3,1,6,7,0,4,1,2,0.7,0.6667,0.84,463,0
12772,6/21/2012,3,1,6,8,0,4,1,1,0.74,0.697,0.7,590,1
12773,6/21/2012,3,1,6,9,0,4,1,1,0.8,0.7576,0.55,256,0
12774,6/21/2012,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,150,0
12775,6/21/2012,3,1,6,11,0,4,1,1,0.86,0.7879,0.41,161,0
12776,6/21/2012,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,215,1
12777,6/21/2012,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,172,1
12778,6/21/2012,3,1,6,14,0,4,1,1,0.88,0.7879,0.37,176,0
12779,6/21/2012,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,194,0
12780,6/21/2012,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,320,0
12781,6/21/2012,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,615,1
12782,6/21/2012,3,1,6,18,0,4,1,1,0.86,0.7879,0.41,640,1
12783,6/21/2012,3,1,6,19,0,4,1,1,0.88,0.803,0.39,499,0
12784,6/21/2012,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,436,0
12785,6/21/2012,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,311,0
12786,6/21/2012,3,1,6,22,0,4,1,1,0.8,0.7879,0.63,243,0
12787,6/21/2012,3,1,6,23,0,4,1,1,0.8,0.7727,0.59,146,0
12788,6/22/2012,3,1,6,0,0,5,1,2,0.76,0.7273,0.7,93,0
12789,6/22/2012,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,31,0
12790,6/22/2012,3,1,6,2,0,5,1,1,0.74,0.7121,0.79,12,0
12791,6/22/2012,3,1,6,3,0,5,1,1,0.74,0.7121,0.79,7,0
12792,6/22/2012,3,1,6,4,0,5,1,2,0.76,0.7273,0.66,10,0
12793,6/22/2012,3,1,6,5,0,5,1,2,0.74,0.697,0.66,38,0
12794,6/22/2012,3,1,6,6,0,5,1,2,0.74,0.697,0.66,122,0
12795,6/22/2012,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,359,0
12796,6/22/2012,3,1,6,8,0,5,1,1,0.76,0.697,0.55,613,1
12797,6/22/2012,3,1,6,9,0,5,1,1,0.76,0.7121,0.58,333,0
12798,6/22/2012,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,185,0
12799,6/22/2012,3,1,6,11,0,5,1,1,0.8,0.7424,0.49,236,0
12800,6/22/2012,3,1,6,12,0,5,1,1,0.84,0.7879,0.49,254,1
12801,6/22/2012,3,1,6,13,0,5,1,1,0.88,0.803,0.39,300,1
12802,6/22/2012,3,1,6,14,0,5,1,1,0.88,0.803,0.39,263,0
12803,6/22/2012,3,1,6,15,0,5,1,1,0.9,0.8182,0.35,284,0
12804,6/22/2012,3,1,6,16,0,5,1,1,0.9,0.803,0.31,380,0
12805,6/22/2012,3,1,6,17,0,5,1,2,0.82,0.7273,0.38,646,1
12806,6/22/2012,3,1,6,18,0,5,1,2,0.8,0.7576,0.55,505,1
12807,6/22/2012,3,1,6,19,0,5,1,2,0.76,0.697,0.55,362,0
12808,6/22/2012,3,1,6,20,0,5,1,2,0.76,0.697,0.55,202,0
12809,6/22/2012,3,1,6,21,0,5,1,3,0.68,0.6364,0.65,217,0
12810,6/22/2012,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,197,0
12811,6/22/2012,3,1,6,23,0,5,1,2,0.66,0.6212,0.74,174,0
12812,6/23/2012,3,1,6,0,0,6,0,1,0.64,0.5758,0.83,116,0
12813,6/23/2012,3,1,6,1,0,6,0,1,0.66,0.6061,0.78,123,0
12814,6/23/2012,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,93,0
12815,6/23/2012,3,1,6,3,0,6,0,2,0.64,0.5758,0.83,42,0
12816,6/23/2012,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,19,0
12817,6/23/2012,3,1,6,5,0,6,0,2,0.64,0.5758,0.83,12,0
12818,6/23/2012,3,1,6,6,0,6,0,1,0.64,0.5758,0.83,47,0
12819,6/23/2012,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,78,0
12820,6/23/2012,3,1,6,8,0,6,0,1,0.68,0.6364,0.69,167,0
12821,6/23/2012,3,1,6,9,0,6,0,1,0.72,0.6818,0.62,332,0
12822,6/23/2012,3,1,6,10,0,6,0,1,0.74,0.6818,0.55,494,1
12823,6/23/2012,3,1,6,11,0,6,0,1,0.76,0.6818,0.48,516,1
12824,6/23/2012,3,1,6,12,0,6,0,1,0.8,0.7273,0.43,602,1
12825,6/23/2012,3,1,6,13,0,6,0,1,0.82,0.7273,0.34,564,1
12826,6/23/2012,3,1,6,14,0,6,0,1,0.78,0.6818,0.33,609,1
12827,6/23/2012,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,483,1
12828,6/23/2012,3,1,6,16,0,6,0,1,0.84,0.7121,0.26,513,1
12829,6/23/2012,3,1,6,17,0,6,0,1,0.82,0.7121,0.26,530,1
12830,6/23/2012,3,1,6,18,0,6,0,1,0.82,0.7121,0.26,481,1
12831,6/23/2012,3,1,6,19,0,6,0,1,0.8,0.697,0.27,425,1
12832,6/23/2012,3,1,6,20,0,6,0,1,0.78,0.6818,0.31,386,0
12833,6/23/2012,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,322,0
12834,6/23/2012,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,279,0
12835,6/23/2012,3,1,6,23,0,6,0,1,0.72,0.6515,0.44,225,0
12836,6/24/2012,3,1,6,0,0,0,0,1,0.7,0.6515,0.51,163,0
12837,6/24/2012,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,127,0
12838,6/24/2012,3,1,6,2,0,0,0,2,0.68,0.6364,0.51,114,0
12839,6/24/2012,3,1,6,3,0,0,0,2,0.66,0.6212,0.65,60,0
12840,6/24/2012,3,1,6,4,0,0,0,2,0.66,0.6212,0.65,13,0
12841,6/24/2012,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,8,0
12842,6/24/2012,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,25,0
12843,6/24/2012,3,1,6,7,0,0,0,1,0.64,0.6061,0.69,71,0
12844,6/24/2012,3,1,6,8,0,0,0,1,0.7,0.6515,0.58,141,0
12845,6/24/2012,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,232,0
12846,6/24/2012,3,1,6,10,0,0,0,1,0.76,0.6818,0.4,452,1
12847,6/24/2012,3,1,6,11,0,0,0,1,0.76,0.6818,0.4,506,1
12848,6/24/2012,3,1,6,12,0,0,0,1,0.8,0.697,0.33,556,1
12849,6/24/2012,3,1,6,13,0,0,0,1,0.8,0.697,0.33,585,1
12850,6/24/2012,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,551,1
12851,6/24/2012,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,487,1
12852,6/24/2012,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,461,1
12853,6/24/2012,3,1,6,17,0,0,0,1,0.84,0.7273,0.32,532,1
12854,6/24/2012,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,534,1
12855,6/24/2012,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,423,1
12856,6/24/2012,3,1,6,20,0,0,0,1,0.78,0.697,0.46,332,0
12857,6/24/2012,3,1,6,21,0,0,0,1,0.76,0.697,0.55,253,0
12858,6/24/2012,3,1,6,22,0,0,0,1,0.74,0.6818,0.55,178,0
12859,6/24/2012,3,1,6,23,0,0,0,1,0.74,0.6818,0.58,87,0
12860,6/25/2012,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,68,0
12861,6/25/2012,3,1,6,1,0,1,1,1,0.7,0.6515,0.65,31,0
12862,6/25/2012,3,1,6,2,0,1,1,1,0.7,0.6515,0.7,14,0
12863,6/25/2012,3,1,6,3,0,1,1,1,0.68,0.6364,0.69,5,0
12864,6/25/2012,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,4,0
12865,6/25/2012,3,1,6,5,0,1,1,1,0.66,0.6212,0.74,43,0
12866,6/25/2012,3,1,6,6,0,1,1,1,0.64,0.5909,0.78,158,0
12867,6/25/2012,3,1,6,7,0,1,1,1,0.66,0.6212,0.74,485,0
12868,6/25/2012,3,1,6,8,0,1,1,1,0.66,0.6212,0.69,608,1
12869,6/25/2012,3,1,6,9,0,1,1,1,0.7,0.6515,0.65,268,0
12870,6/25/2012,3,1,6,10,0,1,1,1,0.76,0.697,0.55,184,0
12871,6/25/2012,3,1,6,11,0,1,1,1,0.8,0.7273,0.43,181,0
12872,6/25/2012,3,1,6,12,0,1,1,2,0.76,0.6818,0.45,270,1
12873,6/25/2012,3,1,6,13,0,1,1,1,0.72,0.6667,0.51,260,1
12874,6/25/2012,3,1,6,14,0,1,1,1,0.78,0.697,0.43,251,0
12875,6/25/2012,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,233,0
12876,6/25/2012,3,1,6,16,0,1,1,1,0.8,0.697,0.31,414,0
12877,6/25/2012,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,833,1
12878,6/25/2012,3,1,6,18,0,1,1,1,0.76,0.6667,0.27,791,1
12879,6/25/2012,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,582,0
12880,6/25/2012,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,475,0
12881,6/25/2012,3,1,6,21,0,1,1,1,0.68,0.6212,0.3,331,0
12882,6/25/2012,3,1,6,22,0,1,1,1,0.66,0.6212,0.29,187,0
12883,6/25/2012,3,1,6,23,0,1,1,1,0.64,0.6212,0.33,103,0
12884,6/26/2012,3,1,6,0,0,2,1,1,0.62,0.6212,0.33,37,0
12885,6/26/2012,3,1,6,1,0,2,1,1,0.6,0.6212,0.35,30,0
12886,6/26/2012,3,1,6,2,0,2,1,1,0.56,0.5303,0.43,9,0
12887,6/26/2012,3,1,6,3,0,2,1,1,0.54,0.5152,0.45,9,0
12888,6/26/2012,3,1,6,4,0,2,1,1,0.54,0.5152,0.45,10,0
12889,6/26/2012,3,1,6,5,0,2,1,1,0.52,0.5,0.48,39,0
12890,6/26/2012,3,1,6,6,0,2,1,1,0.52,0.5,0.52,188,0
12891,6/26/2012,3,1,6,7,0,2,1,1,0.52,0.5,0.52,552,0
12892,6/26/2012,3,1,6,8,0,2,1,1,0.56,0.5303,0.49,656,1
12893,6/26/2012,3,1,6,9,0,2,1,1,0.58,0.5455,0.46,328,0
12894,6/26/2012,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,190,0
12895,6/26/2012,3,1,6,11,0,2,1,1,0.64,0.6212,0.36,235,0
12896,6/26/2012,3,1,6,12,0,2,1,1,0.66,0.6212,0.34,308,1
12897,6/26/2012,3,1,6,13,0,2,1,1,0.7,0.6364,0.3,306,1
12898,6/26/2012,3,1,6,14,0,2,1,1,0.7,0.6364,0.3,267,0
12899,6/26/2012,3,1,6,15,0,2,1,1,0.72,0.6515,0.28,317,0
12900,6/26/2012,3,1,6,16,0,2,1,1,0.72,0.6364,0.26,416,0
12901,6/26/2012,3,1,6,17,0,2,1,1,0.72,0.6515,0.28,900,1
12902,6/26/2012,3,1,6,18,0,2,1,1,0.72,0.6515,0.28,824,1
12903,6/26/2012,3,1,6,19,0,2,1,1,0.72,0.6515,0.28,612,0
12904,6/26/2012,3,1,6,20,0,2,1,1,0.7,0.6364,0.3,505,0
12905,6/26/2012,3,1,6,21,0,2,1,1,0.68,0.6364,0.34,328,0
12906,6/26/2012,3,1,6,22,0,2,1,1,0.66,0.6212,0.34,245,0
12907,6/26/2012,3,1,6,23,0,2,1,1,0.62,0.6212,0.41,131,0
12908,6/27/2012,3,1,6,0,0,3,1,1,0.62,0.6212,0.41,54,0
12909,6/27/2012,3,1,6,1,0,3,1,1,0.6,0.6212,0.43,23,0
12910,6/27/2012,3,1,6,2,0,3,1,1,0.56,0.5303,0.49,14,0
12911,6/27/2012,3,1,6,3,0,3,1,1,0.58,0.5455,0.46,8,0
12912,6/27/2012,3,1,6,4,0,3,1,1,0.6,0.6212,0.4,11,0
12913,6/27/2012,3,1,6,5,0,3,1,1,0.6,0.6212,0.43,36,0
12914,6/27/2012,3,1,6,6,0,3,1,1,0.58,0.5455,0.46,200,0
12915,6/27/2012,3,1,6,7,0,3,1,1,0.6,0.6212,0.43,527,0
12916,6/27/2012,3,1,6,8,0,3,1,1,0.62,0.6212,0.43,687,1
12917,6/27/2012,3,1,6,9,0,3,1,1,0.66,0.6212,0.41,282,0
12918,6/27/2012,3,1,6,10,0,3,1,1,0.7,0.6364,0.37,172,0
12919,6/27/2012,3,1,6,11,0,3,1,1,0.74,0.6515,0.3,209,0
12920,6/27/2012,3,1,6,12,0,3,1,1,0.76,0.6667,0.29,322,1
12921,6/27/2012,3,1,6,13,0,3,1,1,0.8,0.697,0.27,321,1
12922,6/27/2012,3,1,6,14,0,3,1,1,0.8,0.6818,0.24,270,0
12923,6/27/2012,3,1,6,15,0,3,1,1,0.8,0.697,0.26,249,0
12924,6/27/2012,3,1,6,16,0,3,1,1,0.82,0.697,0.24,392,0
12925,6/27/2012,3,1,6,17,0,3,1,1,0.82,0.697,0.24,843,1
12926,6/27/2012,3,1,6,18,0,3,1,1,0.8,0.697,0.27,804,1
12927,6/27/2012,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,643,0
12928,6/27/2012,3,1,6,20,0,3,1,1,0.76,0.6667,0.31,445,0
